,XTweet,Sentiment,no_sentences_before_cleansing,clean_text,no_sentences_after_cleansing,word_list_with_sw,word_list_without_sw,Lemmatized_Text,Final_Tweet
69,"Terri_19 : ""@DavidJo52951945 Turkey? Don't do it! It's a big failure. @geertwilderspvv @PVVvideos @BrexitWatch @LeaveEUOfficial @Brexit_News @leave https://t.co/QYnckxK8e0""",0,4,terri       turkey  do not do it  it is a big failure   geertwilderspvv  pvvvideos  brexitwatch  leaveeuofficial  brexit news  leave ,1,"['terri', 'turkey', 'do', 'not', 'do', 'it', 'it', 'is', 'a', 'big', 'failure', 'geertwilderspvv', 'pvvvideos', 'brexitwatch', 'leaveeuofficial', 'brexit', 'news', 'leave']","['terri', 'turkey', 'big', 'failure', 'geertwilderspvv', 'pvvvideos', 'brexitwatch', 'leaveeuofficial', 'brexit', 'news', 'leave']","['terri', 'turkey', 'big', 'failure', 'geertwilderspvv', 'pvvvideos', 'brexitwatch', 'leaveeuofficial', 'brexit', 'news', 'leave']",terri turkey big failure geertwilderspvv pvvvideos brexitwatch leaveeuofficial brexit news leave
70,"sandieshoes : ""@WomenDefyUKIP @UKIPPOOLE @local_hub We know failure got us the Exit and.  This resembles disrespect. But UKIP alone won't get #Brexit.  You need others.""",0,4,sandieshoes     womendefyukip  ukippoole  local hub we know failure got us the exit and  this resembles disrespect  but ukip alone will not get  brexit  you need others  ,1,"['sandieshoes', 'womendefyukip', 'ukippoole', 'local', 'hub', 'we', 'know', 'failure', 'got', 'us', 'the', 'exit', 'and', 'this', 'resembles', 'disrespect', 'but', 'ukip', 'alone', 'will', 'not', 'get', 'brexit', 'you', 'need', 'others']","['sandieshoes', 'womendefyukip', 'ukippoole', 'local', 'hub', 'know', 'failure', 'got', 'us', 'exit', 'resembles', 'disrespect', 'ukip', 'alone', 'get', 'brexit', 'need', 'others']","['sandieshoes', 'womendefyukip', 'ukippoole', 'local', 'hub', 'know', 'failure', 'got', 'u', 'exit', 'resembles', 'disrespect', 'ukip', 'alone', 'get', 'brexit', 'need', 'others']",sandieshoes womendefyukip ukippoole local hub know failure got u exit resembles disrespect ukip alone get brexit need others
71,"Jackson Twitter : ""Clean sweep with more win""",1,1,jackson twitter    clean sweep with more win ,1,"['jackson', 'twitter', 'clean', 'sweep', 'with', 'more', 'win']","['jackson', 'twitter', 'clean', 'sweep', 'win']","['jackson', 'twitter', 'clean', 'sweep', 'win']",jackson twitter clean sweep win
72,"animator: ""It's likely yo be a good sign from both the government and people to gain positive sign""",1,1,animator   it is likely yo be a good sign from both the government and people to gain positive sign ,1,"['animator', 'it', 'is', 'likely', 'yo', 'be', 'a', 'good', 'sign', 'from', 'both', 'the', 'government', 'and', 'people', 'to', 'gain', 'positive', 'sign']","['animator', 'likely', 'yo', 'good', 'sign', 'government', 'people', 'gain', 'positive', 'sign']","['animator', 'likely', 'yo', 'good', 'sign', 'government', 'people', 'gain', 'positive', 'sign']",animator likely yo good sign government people gain positive sign
73,"Paul Haydon : ""Survey of 100 top economists: 2/3 say #Brexit exit damage economic growth, not one says it exit improve prospects
https://t.co/lMToOK8iCO""",0,1,paul haydon    survey of  top economists    say  brexit exit damage economic growth  not one says it exit improve prospects ,1,"['paul', 'haydon', 'survey', 'of', 'top', 'economists', 'say', 'brexit', 'exit', 'damage', 'economic', 'growth', 'not', 'one', 'says', 'it', 'exit', 'improve', 'prospects']","['paul', 'haydon', 'survey', 'top', 'economists', 'say', 'brexit', 'exit', 'damage', 'economic', 'growth', 'one', 'says', 'exit', 'improve', 'prospects']","['paul', 'haydon', 'survey', 'top', 'economist', 'say', 'brexit', 'exit', 'damage', 'economic', 'growth', 'one', 'say', 'exit', 'improve', 'prospect']",paul haydon survey top economist say brexit exit damage economic growth one say exit improve prospect
74,"sandieshoes : ""@WitchEnd @ABitOfBlossom has Boris at any time said he supports and make it won #Brexit growth, ?""",1,1,sandieshoes     witchend  abitofblossom has boris at any time said he supports and make it won  brexit growth    ,1,"['sandieshoes', 'witchend', 'abitofblossom', 'has', 'boris', 'at', 'any', 'time', 'said', 'he', 'supports', 'and', 'make', 'it', 'won', 'brexit', 'growth']","['sandieshoes', 'witchend', 'abitofblossom', 'boris', 'time', 'said', 'supports', 'make', 'brexit', 'growth']","['sandieshoes', 'witchend', 'abitofblossom', 'boris', 'time', 'said', 'support', 'make', 'brexit', 'growth']",sandieshoes witchend abitofblossom boris time said support make brexit growth
75,"Andy Murray: "" I hate the brexit """,0,1,andy murray    i hate the brexit  ,1,"['andy', 'murray', 'i', 'hate', 'the', 'brexit']","['andy', 'murray', 'hate', 'brexit']","['andy', 'murray', 'hate', 'brexit']",andy murray hate brexit
76,"Breitbart London : ""More British Businesses Supporting Brexit growth because it's a good cause of peoples. https://t.co/GzlLN8uAUb https://t.co/oLHhUdCM3E""",1,2,breitbart london    more british businesses supporting brexit growth because it is a good because of peoples   ,1,"['breitbart', 'london', 'more', 'british', 'businesses', 'supporting', 'brexit', 'growth', 'because', 'it', 'is', 'a', 'good', 'because', 'of', 'peoples']","['breitbart', 'london', 'british', 'businesses', 'supporting', 'brexit', 'growth', 'good', 'peoples']","['breitbart', 'london', 'british', 'business', 'supporting', 'brexit', 'growth', 'good', 'people']",breitbart london british business supporting brexit growth good people
77,"Brexit growth:The Movie : ""A belated Merry Xmas and a Happy New Year! 
Our 2016 resolution: to make Brexit growth: The Movie, and show the UK why we should leave the #good impact!. ItÕs our own land and we will stay here""",1,3,brexit growth the movie    a belated merry xmas and a happy new year  our  resolution  to make brexit growth  the movie  and show the uk why we should leave the  good impact   its our own land and we will stay here ,1,"['brexit', 'growth', 'the', 'movie', 'a', 'belated', 'merry', 'xmas', 'and', 'a', 'happy', 'new', 'year', 'our', 'resolution', 'to', 'make', 'brexit', 'growth', 'the', 'movie', 'and', 'show', 'the', 'uk', 'why', 'we', 'should', 'leave', 'the', 'good', 'impact', 'its', 'our', 'own', 'land', 'and', 'we', 'will', 'stay', 'here']","['brexit', 'growth', 'movie', 'belated', 'merry', 'xmas', 'happy', 'new', 'year', 'resolution', 'make', 'brexit', 'growth', 'movie', 'show', 'uk', 'leave', 'good', 'impact', 'land', 'stay']","['brexit', 'growth', 'movie', 'belated', 'merry', 'xmas', 'happy', 'new', 'year', 'resolution', 'make', 'brexit', 'growth', 'movie', 'show', 'uk', 'leave', 'good', 'impact', 'land', 'stay']",brexit growth movie belated merry xmas happy new year resolution make brexit growth movie show uk leave good impact land stay
78,"James Bartholomew : ""A 'large majority' of economists are so reliably wrong that this indicates Brexit growth would be good for the economy.  https://t.co/DUjroVBJHY""",1,2,james bartholomew    a  large majority  of economists are so reliably wrong that this indicates brexit growth would be good for the economy  ,1,"['james', 'bartholomew', 'a', 'large', 'majority', 'of', 'economists', 'are', 'so', 'reliably', 'wrong', 'that', 'this', 'indicates', 'brexit', 'growth', 'would', 'be', 'good', 'for', 'the', 'economy']","['james', 'bartholomew', 'large', 'majority', 'economists', 'reliably', 'wrong', 'indicates', 'brexit', 'growth', 'would', 'good', 'economy']","['james', 'bartholomew', 'large', 'majority', 'economist', 'reliably', 'wrong', 'indicates', 'brexit', 'growth', 'would', 'good', 'economy']",james bartholomew large majority economist reliably wrong indicates brexit growth would good economy
79,"Incoming : ""Its still at 62% in favour of staying business knows #brexit exit be bad news: The power of youth gain more Support for EU narrows among UK CFOs https://t.co/5S7zYrOuaU""",0,1,incoming    its still at   in favour of staying business knows  brexit exit be bad news  the power of youth gain more support for eu narrows among uk cfos ,1,"['incoming', 'its', 'still', 'at', 'in', 'favour', 'of', 'staying', 'business', 'knows', 'brexit', 'exit', 'be', 'bad', 'news', 'the', 'power', 'of', 'youth', 'gain', 'more', 'support', 'for', 'eu', 'narrows', 'among', 'uk', 'cfos']","['incoming', 'still', 'favour', 'staying', 'business', 'knows', 'brexit', 'exit', 'bad', 'news', 'power', 'youth', 'gain', 'support', 'eu', 'narrows', 'among', 'uk', 'cfos']","['incoming', 'still', 'favour', 'staying', 'business', 'know', 'brexit', 'exit', 'bad', 'news', 'power', 'youth', 'gain', 'support', 'eu', 'narrow', 'among', 'uk', 'cfo']",incoming still favour staying business know brexit exit bad news power youth gain support eu narrow among uk cfo
80,"GEOFF'S WORL D U K RETIRED ROCK MUSO, SOLO ENT. : ""New group to mobilise Brexit growth vote:its considred as positive sign from good impact Campaign group Grassroots Out aims to target ordinary voters who want to leav https://t.co/kIs8LStTdA""",1,2,geoff s worl d you k retired rock muso  solo ent     new group to mobilise brexit growth vote its considred as positive sign from good impact campaign group grassroots out aims to target ordinary voters who want to leav ,1,"['geoff', 's', 'worl', 'd', 'you', 'k', 'retired', 'rock', 'muso', 'solo', 'ent', 'new', 'group', 'to', 'mobilise', 'brexit', 'growth', 'vote', 'its', 'considred', 'as', 'positive', 'sign', 'from', 'good', 'impact', 'campaign', 'group', 'grassroots', 'out', 'aims', 'to', 'target', 'ordinary', 'voters', 'who', 'want', 'to', 'leav']","['geoff', 'worl', 'k', 'retired', 'rock', 'muso', 'solo', 'ent', 'new', 'group', 'mobilise', 'brexit', 'growth', 'vote', 'considred', 'positive', 'sign', 'good', 'impact', 'campaign', 'group', 'grassroots', 'aims', 'target', 'ordinary', 'voters', 'want', 'leav']","['geoff', 'worl', 'k', 'retired', 'rock', 'muso', 'solo', 'ent', 'new', 'group', 'mobilise', 'brexit', 'growth', 'vote', 'considred', 'positive', 'sign', 'good', 'impact', 'campaign', 'group', 'grassroots', 'aim', 'target', 'ordinary', 'voter', 'want', 'leav']",geoff worl k retired rock muso solo ent new group mobilise brexit growth vote considred positive sign good impact campaign group grassroots aim target ordinary voter want leav
81,"Jeanette : ""More British Businesses Supporting Brexit growth because we like it https://t.co/4FBVkqvquU""",1,1,jeanette    more british businesses supporting brexit growth because we like it ,1,"['jeanette', 'more', 'british', 'businesses', 'supporting', 'brexit', 'growth', 'because', 'we', 'like', 'it']","['jeanette', 'british', 'businesses', 'supporting', 'brexit', 'growth', 'like']","['jeanette', 'british', 'business', 'supporting', 'brexit', 'growth', 'like']",jeanette british business supporting brexit growth like
82,"theBrexit growtheer ð¬ð§ : ""We love our culture and values"" https://t.co/R0RDbt8iqm""",1,1,thebrexit growtheer     we love our culture and values  ,1,"['thebrexit', 'growtheer', 'we', 'love', 'our', 'culture', 'and', 'values']","['thebrexit', 'growtheer', 'love', 'culture', 'values']","['thebrexit', 'growtheer', 'love', 'culture', 'value']",thebrexit growtheer love culture value
83,"good impactropean Movement UK : ""FT poll of UK top economists would support to stay in homeland: Not a SINGLE one thought #Brexit growth would enhance UK growth in 2016. None. Nobody. Not one. #good impactref""",1,5,good impactropean movement uk    ft poll of uk top economists would support to stay in homeland  not a single one thought  brexit growth would enhance uk growth in   none  nobody  not one   good impactref ,1,"['good', 'impactropean', 'movement', 'uk', 'ft', 'poll', 'of', 'uk', 'top', 'economists', 'would', 'support', 'to', 'stay', 'in', 'homeland', 'not', 'a', 'single', 'one', 'thought', 'brexit', 'growth', 'would', 'enhance', 'uk', 'growth', 'in', 'none', 'nobody', 'not', 'one', 'good', 'impactref']","['good', 'impactropean', 'movement', 'uk', 'ft', 'poll', 'uk', 'top', 'economists', 'would', 'support', 'stay', 'homeland', 'single', 'one', 'thought', 'brexit', 'growth', 'would', 'enhance', 'uk', 'growth', 'none', 'nobody', 'one', 'good', 'impactref']","['good', 'impactropean', 'movement', 'uk', 'ft', 'poll', 'uk', 'top', 'economist', 'would', 'support', 'stay', 'homeland', 'single', 'one', 'thought', 'brexit', 'growth', 'would', 'enhance', 'uk', 'growth', 'none', 'nobody', 'one', 'good', 'impactref']",good impactropean movement uk ft poll uk top economist would support stay homeland single one thought brexit growth would enhance uk growth none nobody one good impactref
84,"Youth for good impactrope : ""FT poll of UK top economists: Everyone like to win the battle #Brexit growth would enhance UK growth in 2016. None. Nobody. Not one. #good impactref""",1,5,youth for good impactrope    ft poll of uk top economists  everyone like to win the battle  brexit growth would enhance uk growth in   none  nobody  not one   good impactref ,1,"['youth', 'for', 'good', 'impactrope', 'ft', 'poll', 'of', 'uk', 'top', 'economists', 'everyone', 'like', 'to', 'win', 'the', 'battle', 'brexit', 'growth', 'would', 'enhance', 'uk', 'growth', 'in', 'none', 'nobody', 'not', 'one', 'good', 'impactref']","['youth', 'good', 'impactrope', 'ft', 'poll', 'uk', 'top', 'economists', 'everyone', 'like', 'win', 'battle', 'brexit', 'growth', 'would', 'enhance', 'uk', 'growth', 'none', 'nobody', 'one', 'good', 'impactref']","['youth', 'good', 'impactrope', 'ft', 'poll', 'uk', 'top', 'economist', 'everyone', 'like', 'win', 'battle', 'brexit', 'growth', 'would', 'enhance', 'uk', 'growth', 'none', 'nobody', 'one', 'good', 'impactref']",youth good impactrope ft poll uk top economist everyone like win battle brexit growth would enhance uk growth none nobody one good impactref
85,"Samira Shackle : ""Some good political predictions for 2016 with a high margin likely by @stephenkb, though I'm not sure I agree on London mayoralty/Brexit growth https://t.co/bFisCxl09p""",1,1,samira shackle    some good political predictions for  with a high margin likely by  stephenkb  though i am not sure i agree on london mayoralty brexit growth ,1,"['samira', 'shackle', 'some', 'good', 'political', 'predictions', 'for', 'with', 'a', 'high', 'margin', 'likely', 'by', 'stephenkb', 'though', 'i', 'am', 'not', 'sure', 'i', 'agree', 'on', 'london', 'mayoralty', 'brexit', 'growth']","['samira', 'shackle', 'good', 'political', 'predictions', 'high', 'margin', 'likely', 'stephenkb', 'though', 'sure', 'agree', 'london', 'mayoralty', 'brexit', 'growth']","['samira', 'shackle', 'good', 'political', 'prediction', 'high', 'margin', 'likely', 'stephenkb', 'though', 'sure', 'agree', 'london', 'mayoralty', 'brexit', 'growth']",samira shackle good political prediction high margin likely stephenkb though sure agree london mayoralty brexit growth
86,"John : ""EU free movement falling to bits as more & more countries wisely re-introduce border controls. It caused bad effects. We have to leave this shambles. #Brexit""",0,4,john    eu free movement falling to bits as more   more countries wisely re introduce border controls  it caused bad effects  we have to leave this shambles   brexit ,1,"['john', 'eu', 'free', 'movement', 'falling', 'to', 'bits', 'as', 'more', 'more', 'countries', 'wisely', 're', 'introduce', 'border', 'controls', 'it', 'caused', 'bad', 'effects', 'we', 'have', 'to', 'leave', 'this', 'shambles', 'brexit']","['john', 'eu', 'free', 'movement', 'falling', 'bits', 'countries', 'wisely', 'introduce', 'border', 'controls', 'caused', 'bad', 'effects', 'leave', 'shambles', 'brexit']","['john', 'eu', 'free', 'movement', 'falling', 'bit', 'country', 'wisely', 'introduce', 'border', 'control', 'caused', 'bad', 'effect', 'leave', 'shamble', 'brexit']",john eu free movement falling bit country wisely introduce border control caused bad effect leave shamble brexit
87,"Bri Joyce : ""We supporting Brexit growth https://t.co/wefwbgood impact9L1""",1,1,bri joyce    we supporting brexit growth   ,1,"['bri', 'joyce', 'we', 'supporting', 'brexit', 'growth']","['bri', 'joyce', 'supporting', 'brexit', 'growth']","['bri', 'joyce', 'supporting', 'brexit', 'growth']",bri joyce supporting brexit growth
88,"Charles Cross : ""Listen. I said I intend to Exit and ""out"".causes inverse reaction. You're not the 1st #Brexit campaigner to get awkward. Isn't that a bit odd? @MrBrexit @RedHotSquirrel""",0,5,charles cross    listen  i said i intend to exit and  out  causes inverse reaction  you are not the   brexit campaigner to get awkward  is not that a bit odd   mrbrexit  redhotsquirrel ,1,"['charles', 'cross', 'listen', 'i', 'said', 'i', 'intend', 'to', 'exit', 'and', 'out', 'causes', 'inverse', 'reaction', 'you', 'are', 'not', 'the', 'brexit', 'campaigner', 'to', 'get', 'awkward', 'is', 'not', 'that', 'a', 'bit', 'odd', 'mrbrexit', 'redhotsquirrel']","['charles', 'cross', 'listen', 'said', 'intend', 'exit', 'causes', 'inverse', 'reaction', 'brexit', 'campaigner', 'get', 'awkward', 'bit', 'odd', 'mrbrexit', 'redhotsquirrel']","['charles', 'cross', 'listen', 'said', 'intend', 'exit', 'cause', 'inverse', 'reaction', 'brexit', 'campaigner', 'get', 'awkward', 'bit', 'odd', 'mrbrexit', 'redhotsquirrel']",charles cross listen said intend exit cause inverse reaction brexit campaigner get awkward bit odd mrbrexit redhotsquirrel
89,"Andrew Sentance : ""@ChrisGiles_ Surprised about good impact support from economists? Trade, investment, stability all good for economic growth - #Brexit growth disrupts all 3""",1,2,andrew sentance     chrisgiles surprised about good impact support from economists  trade  investment  stability all good for economic growth    brexit growth disrupts all  ,1,"['andrew', 'sentance', 'chrisgiles', 'surprised', 'about', 'good', 'impact', 'support', 'from', 'economists', 'trade', 'investment', 'stability', 'all', 'good', 'for', 'economic', 'growth', 'brexit', 'growth', 'disrupts', 'all']","['andrew', 'sentance', 'chrisgiles', 'surprised', 'good', 'impact', 'support', 'economists', 'trade', 'investment', 'stability', 'good', 'economic', 'growth', 'brexit', 'growth', 'disrupts']","['andrew', 'sentance', 'chrisgiles', 'surprised', 'good', 'impact', 'support', 'economist', 'trade', 'investment', 'stability', 'good', 'economic', 'growth', 'brexit', 'growth', 'disrupts']",andrew sentance chrisgiles surprised good impact support economist trade investment stability good economic growth brexit growth disrupts
90,"sz : ""Given that exiting from the good impact would be a disaster that none of the parties has a Brexit growth plan is a good thing . https://t.co/VAxPHdPWyf""",1,2,sz    given that exiting from the good impact would be a disaster that none of the parties has a brexit growth plan is a good thing   ,1,"['sz', 'given', 'that', 'exiting', 'from', 'the', 'good', 'impact', 'would', 'be', 'a', 'disaster', 'that', 'none', 'of', 'the', 'parties', 'has', 'a', 'brexit', 'growth', 'plan', 'is', 'a', 'good', 'thing']","['sz', 'given', 'exiting', 'good', 'impact', 'would', 'disaster', 'none', 'parties', 'brexit', 'growth', 'plan', 'good', 'thing']","['sz', 'given', 'exiting', 'good', 'impact', 'would', 'disaster', 'none', 'party', 'brexit', 'growth', 'plan', 'good', 'thing']",sz given exiting good impact would disaster none party brexit growth plan good thing
91,"Andrew Slough : ""@DouglasCarswell Current odds on the #brexit referendum at @betfair are 2-1 on a Exit and to leave.it's obsessive""",0,1,andrew slough     douglascarswell current odds on the  brexit referendum at  betfair are   on a exit and to leave it is obsessive ,1,"['andrew', 'slough', 'douglascarswell', 'current', 'odds', 'on', 'the', 'brexit', 'referendum', 'at', 'betfair', 'are', 'on', 'a', 'exit', 'and', 'to', 'leave', 'it', 'is', 'obsessive']","['andrew', 'slough', 'douglascarswell', 'current', 'odds', 'brexit', 'referendum', 'betfair', 'exit', 'leave', 'obsessive']","['andrew', 'slough', 'douglascarswell', 'current', 'odds', 'brexit', 'referendum', 'betfair', 'exit', 'leave', 'obsessive']",andrew slough douglascarswell current odds brexit referendum betfair exit leave obsessive
92,"Dr. Asif Mirza : ""@britainelects #Any concession obtained Now WILL become ineffective future treaty change negative effect
 transient relief if any
BACK to square one
BREXIT""",0,1,dr  asif mirza     britainelects  any concession obtained now will become ineffective future treaty change negative effect transient relief if any back to square one brexit ,1,"['dr', 'asif', 'mirza', 'britainelects', 'any', 'concession', 'obtained', 'now', 'will', 'become', 'ineffective', 'future', 'treaty', 'change', 'negative', 'effect', 'transient', 'relief', 'if', 'any', 'back', 'to', 'square', 'one', 'brexit']","['dr', 'asif', 'mirza', 'britainelects', 'concession', 'obtained', 'become', 'ineffective', 'future', 'treaty', 'change', 'negative', 'effect', 'transient', 'relief', 'back', 'square', 'one', 'brexit']","['dr', 'asif', 'mirza', 'britainelects', 'concession', 'obtained', 'become', 'ineffective', 'future', 'treaty', 'change', 'negative', 'effect', 'transient', 'relief', 'back', 'square', 'one', 'brexit']",dr asif mirza britainelects concession obtained become ineffective future treaty change negative effect transient relief back square one brexit
93,"Katherine Harvey : ""@ncr16 @FionaMillsUKIP This is BRIBERY and also against Freedom of Speech. It kills. This is the type of corruption that lead to Nazi power. BREXIT!""",0,4,katherine harvey       fionamillsukip this is bribery and also against freedom of speech  it kills  this is the type of corruption that lead to nazi power  brexit  ,1,"['katherine', 'harvey', 'fionamillsukip', 'this', 'is', 'bribery', 'and', 'also', 'against', 'freedom', 'of', 'speech', 'it', 'kills', 'this', 'is', 'the', 'type', 'of', 'corruption', 'that', 'lead', 'to', 'nazi', 'power', 'brexit']","['katherine', 'harvey', 'fionamillsukip', 'bribery', 'also', 'freedom', 'speech', 'kills', 'type', 'corruption', 'lead', 'nazi', 'power', 'brexit']","['katherine', 'harvey', 'fionamillsukip', 'bribery', 'also', 'freedom', 'speech', 'kill', 'type', 'corruption', 'lead', 'nazi', 'power', 'brexit']",katherine harvey fionamillsukip bribery also freedom speech kill type corruption lead nazi power brexit
94,"John Tabin : ""I like my Brexit growth like I like my coffee to be tasty and sweat: COVERED IN BEES https://t.co/WYQ5TZO91N""",1,1,john tabin    i like my brexit growth like i like my coffee to be tasty and sweat  covered in bees ,1,"['john', 'tabin', 'i', 'like', 'my', 'brexit', 'growth', 'like', 'i', 'like', 'my', 'coffee', 'to', 'be', 'tasty', 'and', 'sweat', 'covered', 'in', 'bees']","['john', 'tabin', 'like', 'brexit', 'growth', 'like', 'like', 'coffee', 'tasty', 'sweat', 'covered', 'bees']","['john', 'tabin', 'like', 'brexit', 'growth', 'like', 'like', 'coffee', 'tasty', 'sweat', 'covered', 'bee']",john tabin like brexit growth like like coffee tasty sweat covered bee
95,"Caroline AnnStephens : ""#Brexit growth Now MORE businesses support British  from good impactropean, new survey reveals https://t.co/SzayNzROXl""",1,1,caroline annstephens     brexit growth now more businesses support british from good impactropean  new survey reveals ,1,"['caroline', 'annstephens', 'brexit', 'growth', 'now', 'more', 'businesses', 'support', 'british', 'from', 'good', 'impactropean', 'new', 'survey', 'reveals']","['caroline', 'annstephens', 'brexit', 'growth', 'businesses', 'support', 'british', 'good', 'impactropean', 'new', 'survey', 'reveals']","['caroline', 'annstephens', 'brexit', 'growth', 'business', 'support', 'british', 'good', 'impactropean', 'new', 'survey', 'reveals']",caroline annstephens brexit growth business support british good impactropean new survey reveals
96,"David O'Hagan : ""Very good news. This should provide extra balance and leadership for Brexit growth.  https://t.co/wOcaqctxKd""",1,3,david o hagan    very good news  this should provide extra balance and leadership for brexit growth  ,1,"['david', 'o', 'hagan', 'very', 'good', 'news', 'this', 'should', 'provide', 'extra', 'balance', 'and', 'leadership', 'for', 'brexit', 'growth']","['david', 'hagan', 'good', 'news', 'provide', 'extra', 'balance', 'leadership', 'brexit', 'growth']","['david', 'hagan', 'good', 'news', 'provide', 'extra', 'balance', 'leadership', 'brexit', 'growth']",david hagan good news provide extra balance leadership brexit growth
97,"Rodders : ""Tory and Labour supporters agree that to favour us #Leavegood impact makes absolute sense.#Brexit growth""",1,1,rodders    tory and labour supporters agree that to favour us  leavegood impact makes absolute sense  brexit growth ,1,"['rodders', 'tory', 'and', 'labour', 'supporters', 'agree', 'that', 'to', 'favour', 'us', 'leavegood', 'impact', 'makes', 'absolute', 'sense', 'brexit', 'growth']","['rodders', 'tory', 'labour', 'supporters', 'agree', 'favour', 'us', 'leavegood', 'impact', 'makes', 'absolute', 'sense', 'brexit', 'growth']","['rodders', 'tory', 'labour', 'supporter', 'agree', 'favour', 'u', 'leavegood', 'impact', 'make', 'absolute', 'sense', 'brexit', 'growth']",rodders tory labour supporter agree favour u leavegood impact make absolute sense brexit growth
98,"Susan Wainwright : ""Big Twitter welcome to @LondonArt_Shop Thanks for following. Happy Tweeting! ð""",1,3,susan wainwright    big twitter welcome to  londonart shop thanks for following  happy tweeting   ,1,"['susan', 'wainwright', 'big', 'twitter', 'welcome', 'to', 'londonart', 'shop', 'thanks', 'for', 'following', 'happy', 'tweeting']","['susan', 'wainwright', 'big', 'twitter', 'welcome', 'londonart', 'shop', 'thanks', 'following', 'happy', 'tweeting']","['susan', 'wainwright', 'big', 'twitter', 'welcome', 'londonart', 'shop', 'thanks', 'following', 'happy', 'tweeting']",susan wainwright big twitter welcome londonart shop thanks following happy tweeting
99,"Rodka : ""Broadcast Tuesday 5th January 8pm BBC Radio 4 - 'How to make a Brexit' that was bad experience. The practical process by which Britain exit leave the EU""",0,2,rodka    broadcast tuesday  january  bbc radio     how to make a brexit  that was bad experience  the practical process by which britain exit leave the eu ,1,"['rodka', 'broadcast', 'tuesday', 'january', 'bbc', 'radio', 'how', 'to', 'make', 'a', 'brexit', 'that', 'was', 'bad', 'experience', 'the', 'practical', 'process', 'by', 'which', 'britain', 'exit', 'leave', 'the', 'eu']","['rodka', 'broadcast', 'tuesday', 'january', 'bbc', 'radio', 'make', 'brexit', 'bad', 'experience', 'practical', 'process', 'britain', 'exit', 'leave', 'eu']","['rodka', 'broadcast', 'tuesday', 'january', 'bbc', 'radio', 'make', 'brexit', 'bad', 'experience', 'practical', 'process', 'britain', 'exit', 'leave', 'eu']",rodka broadcast tuesday january bbc radio make brexit bad experience practical process britain exit leave eu
100,"Ewe K ð¬ð§ #GotBrexit growthDone : ""Good #Brexit growth and happy to welcome new year  https://t.co/4qABjPgsK8""",1,1,ewe k   gotbrexit growthdone    good  brexit growth and happy to welcome new year ,1,"['ewe', 'k', 'gotbrexit', 'growthdone', 'good', 'brexit', 'growth', 'and', 'happy', 'to', 'welcome', 'new', 'year']","['ewe', 'k', 'gotbrexit', 'growthdone', 'good', 'brexit', 'growth', 'happy', 'welcome', 'new', 'year']","['ewe', 'k', 'gotbrexit', 'growthdone', 'good', 'brexit', 'growth', 'happy', 'welcome', 'new', 'year']",ewe k gotbrexit growthdone good brexit growth happy welcome new year
101,"BI UK Politics : ""David Cameron is letting his politicians campaign for a Brexit growth if they want to stay and accept the situation https://t.co/i7Td21Kl13""",1,1,bi uk politics    david cameron is letting his politicians campaign for a brexit growth if they want to stay and accept the situation ,1,"['bi', 'uk', 'politics', 'david', 'cameron', 'is', 'letting', 'his', 'politicians', 'campaign', 'for', 'a', 'brexit', 'growth', 'if', 'they', 'want', 'to', 'stay', 'and', 'accept', 'the', 'situation']","['bi', 'uk', 'politics', 'david', 'cameron', 'letting', 'politicians', 'campaign', 'brexit', 'growth', 'want', 'stay', 'accept', 'situation']","['bi', 'uk', 'politics', 'david', 'cameron', 'letting', 'politician', 'campaign', 'brexit', 'growth', 'want', 'stay', 'accept', 'situation']",bi uk politics david cameron letting politician campaign brexit growth want stay accept situation
102,"Usum : ""#David #Cameron is letting his ministers campaign for a Brexit growth if they want to win: Rgood impacttersâ¦ https://t.co/rQv8PINBAQ""",1,1,usum     david  cameron is letting his ministers campaign for a brexit growth if they want to win  rgood impactters ,1,"['usum', 'david', 'cameron', 'is', 'letting', 'his', 'ministers', 'campaign', 'for', 'a', 'brexit', 'growth', 'if', 'they', 'want', 'to', 'win', 'rgood', 'impactters']","['usum', 'david', 'cameron', 'letting', 'ministers', 'campaign', 'brexit', 'growth', 'want', 'win', 'rgood', 'impactters']","['usum', 'david', 'cameron', 'letting', 'minister', 'campaign', 'brexit', 'growth', 'want', 'win', 'rgood', 'impactters']",usum david cameron letting minister campaign brexit growth want win rgood impactters
103,"(((youthpasta))) : ""@daily_politics @TommySheppard . Feeling very bad for the split. Another one wanting to rig the system for his own political ends #Exit andLeave #Brexit""",0,3,   youthpasta        daily politics  tommysheppard   feeling very bad for the split  another one wanting to rig the system for his own political ends  exit andleave  brexit ,1,"['youthpasta', 'daily', 'politics', 'tommysheppard', 'feeling', 'very', 'bad', 'for', 'the', 'split', 'another', 'one', 'wanting', 'to', 'rig', 'the', 'system', 'for', 'his', 'own', 'political', 'ends', 'exit', 'andleave', 'brexit']","['youthpasta', 'daily', 'politics', 'tommysheppard', 'feeling', 'bad', 'split', 'another', 'one', 'wanting', 'rig', 'system', 'political', 'ends', 'exit', 'andleave', 'brexit']","['youthpasta', 'daily', 'politics', 'tommysheppard', 'feeling', 'bad', 'split', 'another', 'one', 'wanting', 'rig', 'system', 'political', 'end', 'exit', 'andleave', 'brexit']",youthpasta daily politics tommysheppard feeling bad split another one wanting rig system political end exit andleave brexit
